Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
HAT ISLAND,NUNAVUT,2302370,1716,71084,WIL,68.32,-100.09,681905000,-1000513000,36.1,1959,2021,1994,2021,1959,2021,1959,2007
PELLY BAY,NUNAVUT,2303093,10847,71918,WRF,68.44,-89.73,682613000,-894333000,324.45,1994,2021,1994,2021,1994,2021,2005,2007
CAPE HOOPER,NUNAVUT,2400660,1742,71093,WUP,68.47,-66.8,682821000,-664755000,390.1,1956,2021,1956,2021,1957,2021,1957,2007
KUGAARUK A,NUNAVUT,2303095,53518,,YBB,68.54,-89.81,683209000,-894819000,15.5,2015,2021,2015,2021,2018,2021,,
KUGAARUK CLIMATE,NUNAVUT,2303094,43006,71407,NBB,68.54,-89.8,683215060,-894747020,15.8,2004,2021,2004,2021,2004,2021,2007,2007
GJOA HAVEN A,NUNAVUT,2302337,51079,71597,YHK,68.64,-95.85,683808000,-955101000,46.9,2013,2021,2013,2021,2013,2021,,
GJOA HAVEN CLIMATE,NUNAVUT,2302340,41943,71363,ZHK,68.64,-95.85,683808000,-955101000,42.3,2003,2021,2003,2021,2003,2021,2003,2007
DEWAR LAKES,NUNAVUT,2401030,1746,71092,WUW,68.65,-71.17,683900000,-711000000,526.7,1956,2021,1956,2021,1958,2021,1958,2007
BERNARD HARBOUR,NUNAVUT,2300556,54778,73231,PIN,68.76,-114.94,684519000,-1145623000,61.5,2021,2021,2021,2021,2021,2021,,
SANIRAJAK,NUNAVUT,2402353,42483,71320,XUX,68.78,-81.24,684634000,-811437000,8.2,2004,2021,2004,2021,2004,2021,2005,2007
HALL BEACH A,NUNAVUT,2402354,50498,71293,YUX,68.78,-81.24,684633000,-811433000,9.1,2012,2021,2012,2021,2012,2021,,
SHEPHERD BAY A,NUNAVUT,2303685,1723,71911,YUS,68.82,-93.43,684900000,-932600000,42.7,1957,2021,1973,2021,1957,2021,1957,2006
LONGSTAFF BLUFF,NUNAVUT,2402684,1764,71091,WLX,68.9,-75.14,685355000,-750827000,160.8,1955,2021,1955,2021,1957,2021,1958,2007
CAPE PEEL WEST,NUNAVUT,2400697,10828,71064,WPX,69.04,-107.82,690209000,-1074923000,165.3,1993,2021,1994,2021,1993,2021,,
ROWLEY ISLAND,NUNAVUT,2403625,1779,71088,WRX,69.08,-79.03,690500000,-790200000,41,1957,2021,1994,2021,1957,2021,1958,2007
CAMBRIDGE BAY GSN,NUNAVUT,2400602,32233,71288,XCM,69.11,-105.14,690629000,-1050818000,18.69,2002,2021,2002,2021,2002,2021,2002,2007
CAMBRIDGE BAY A,NUNAVUT,2400601,53512,71925,YCB,69.11,-105.14,690629000,-1050814000,31.1,2015,2021,2015,2021,2015,2021,,
CAMBRIDGE BAY A,NUNAVUT,2400603,54139,,YCB,69.11,-105.14,690629000,-1050814000,31.1,2016,2021,2016,2021,2018,2021,,
BRAY ISLAND,NUNAVUT,2400561,54779,73232,FOX,69.22,-77.23,691326000,-771349000,15.2,2021,2021,2021,2021,2021,2021,,
CROKER RIVER,NUNAVUT,230J01Q,10826,71059,WXR,69.28,-119.22,691632000,-1191308000,69.4,1993,2021,1994,2021,1993,2021,2005,2007
IGLOOLIK A,NUNAVUT,2402546,53333,,YGT,69.36,-81.82,692153000,-814859000,52.7,2015,2021,2015,2021,2018,2021,,
TALOYOAK A,NUNAVUT,2403855,53340,71580,YYH,69.55,-93.58,693248000,-933437000,27.4,2015,2021,2015,2021,2015,2021,2015,2015
TALOYOAK A,NUNAVUT,2403856,54219,,YYH,69.55,-93.58,693248000,-933437000,27.4,2016,2021,2016,2021,2018,2021,,
CLYDE RIVER CLIMATE,NUNAVUT,2400802,42244,71358,ZCY,70.48,-68.52,702900000,-683100000,26.5,2004,2021,2004,2021,2004,2021,2005,2007
CLYDE RIVER A,NUNAVUT,2400804,51077,71090,YCY,70.49,-68.52,702909000,-683101000,26.5,2013,2021,2013,2021,2013,2021,,
GATESHEAD ISLAND,NUNAVUT,2402332,49828,71141,NGH,70.63,-100.27,703758000,-1001602000,20,2011,2021,2011,2021,2011,2021,,
FORT ROSS,NUNAVUT,2402051,50658,71629,NFR,72.02,-94.2,720104060,-941152020,10,2012,2021,2012,2021,2012,2021,,
POND INLET A,NUNAVUT,2403206,51080,71095,YIO,72.69,-77.97,724122000,-775808000,61.6,2013,2021,2013,2021,2013,2021,,
POND INLET CLIMATE,NUNAVUT,2403204,43223,71576,NDT,72.69,-77.96,724136000,-775727000,64.66,2004,2021,2004,2021,2005,2021,2005,2007
ARCTIC BAY CS,NUNAVUT,2400404,29517,71592,XAT,72.99,-85.01,725934000,-850044000,10,1999,2021,2000,2021,1999,2021,1999,2007
ARCTIC BAY,NUNAVUT,2400399,48973,,YAB,73.01,-85.05,730023000,-850250000,21.95,2011,2021,2011,2021,2018,2021,,
CAPE LIVERPOOL,NUNAVUT,2400675,51618,,NPL,73.67,-78.29,734005030,-781736070,2,2013,2021,2013,2021,2017,2021,,
STEFANSSON ISLAND,NUNAVUT,2403756,32148,71017,XSE,73.77,-105.3,734556500,-1051744000,11,2002,2021,2002,2021,2002,2021,2002,2007
RESOLUTE CS,NUNAVUT,2403505,32150,71018,XRB,74.72,-94.98,744257005,-945859007,30,2002,2021,2002,2021,2002,2021,2002,2007
RESOLUTE BAY A,NUNAVUT,2403497,54199,,YRB,74.72,-94.97,744301000,-945810000,67.7,2016,2021,2016,2021,2018,2021,,
RESOLUTE BAY A,NUNAVUT,2403498,53060,71924,YRB,74.72,-94.97,744301000,-945810000,67.7,2014,2021,2014,2021,2014,2021,,
REA POINT,NUNAVUT,2403450,1793,71983,ZRP,75.38,-105.72,752236009,-1054254002,15,1969,2021,1969,2021,1969,2021,1969,2007
GRISE FIORD CLIMATE,NUNAVUT,2402351,46568,71971,NGC,76.42,-82.9,762522040,-825408020,44.5,2007,2021,2007,2021,2007,2021,,
GRISE FIORD A,NUNAVUT,2402360,53514,,WGZ,76.43,-82.91,762533000,-825429000,41.1,2015,2021,2015,2021,2018,2021,,
ISACHSEN (AUT),NUNAVUT,2402604,10253,71074,WIC,78.79,-103.55,784732004,-1033316008,58,1994,2021,1994,2021,1995,2021,2003,2007
EUREKA A,NUNAVUT,2401200,1750,71917,WEU,79.98,-85.93,795900000,-855600000,10.4,1947,2016,1953,2016,1947,2016,1947,2016
EUREKA CLIMATE,NUNAVUT,2401199,50737,71613,NEK,79.99,-85.93,795921000,-855602000,10,2013,2021,2013,2021,2015,2021,,
EUREKA A,NUNAVUT,2401208,53599,,WEU,79.99,-85.81,795940000,-854843000,82.9,2016,2021,2016,2021,2018,2021,,
EUREKA A,NUNAVUT,2401203,53598,71917,WEU,79.99,-85.81,795940000,-854843000,82.9,2016,2021,2016,2021,2016,2018,,
SVARTEVAEG,NUNAVUT,2403833,50659,71872,NSG,81.16,-91.82,810939000,-914859060,72,2012,2021,2012,2021,2012,2021,,
ALERT CLIMATE,NUNAVUT,2400305,42463,71355,ZLT,82.5,-62.33,823000000,-622000000,65.4,2004,2021,2004,2021,2004,2021,2005,2007
ALERT UA,NUNAVUT,2400306,10744,71082,,82.5,-62.33,823000000,-622000000,65.4,1997,2021,,,1997,2021,1997,2007
SOUTHEAST SHOAL (AUT),ONTARIO,6137937,9032,71466,WNB,41.83,-82.47,415000000,-822800000,195.3,1994,2016,1994,2016,1994,2016,,
POINT PELEE CS,ONTARIO,613P001,27533,71303,XPT,41.95,-82.52,415655009,-823108002,176.8,1999,2021,2001,2021,1999,2021,1999,2006
HARROW CDA AUTO,ONTARIO,6133362,30266,71298,XHA,42.03,-82.9,420200000,-825400000,191,2000,2021,2000,2021,2000,2021,2000,2006
KINGSVILLE MOE,ONTARIO,6134190,4647,,,42.04,-82.67,420235064,-824026088,200,1960,2021,,,1960,2021,1960,2006
AMHERSTBURG,ONTARIO,6130257,4607,,,42.1,-83.09,420612090,-830540068,182,1988,2021,,,1988,2021,1988,2006
ERIEAU (AUT),ONTARIO,613KLLM,9006,71465,WAJ,42.25,-81.9,421500413,-815400517,178,1992,2021,1994,2021,1992,2021,,
WINDSOR A,ONTARIO,6139530,54738,71538,YQG,42.28,-82.96,421634000,-825719000,189.6,2018,2021,2018,2021,2018,2021,,
WINDSOR A,ONTARIO,6139527,52838,,YQG,42.28,-82.96,421634000,-825719000,189.6,2014,2018,2014,2018,2014,2018,,
CHATHAM KENT,ONTARIO,6131414,52118,,YCK,42.31,-82.08,421821000,-820457000,196.6,2014,2021,2014,2021,2018,2021,,
WINDSOR RIVERSIDE,ONTARIO,6139520,4715,,,42.33,-82.93,422000000,-825600000,188.4,1866,2021,,,1866,2021,1866,2006
CHATHAM WPCP,ONTARIO,6131415,4619,,,42.39,-82.22,422324024,-821255008,180,1983,2019,,,1983,2019,1983,2006
RIDGETOWN RCS,ONTARIO,6137154,32473,71307,XRG,42.45,-81.88,422700000,-815300000,205.7,2003,2021,2003,2021,2003,2021,2003,2006
NEW GLASGOW,ONTARIO,6135583,4656,,,42.51,-81.64,423052062,-813810092,198.1,1957,2021,,,1957,2021,1957,2006
LONG POINT (AUT),ONTARIO,6134F10,9026,71464,WPS,42.53,-80.05,423200000,-800300000,175,1994,2021,1994,2021,1994,2021,,
ST THOMAS WPCP,ONTARIO,6137362,4689,,,42.77,-81.21,424606006,-811218042,209.1,1980,2021,,,1980,2021,1980,2006
RAINHAM CENTURY FARM,ONTARIO,6137135,48748,,,42.85,-79.77,425100000,-794600000,178,2010,2016,,,2010,2016,,
TILLSONBURG NORTH,ONTARIO,6138269,27488,,,42.86,-80.74,425138076,-804426004,235,1997,2016,,,1997,2016,1997,2006
TILLSONBURG WWTP,ONTARIO,6138270,4699,,,42.86,-80.72,425119020,-804318072,213.4,1962,2021,,,1962,2021,1962,2006
DELHI CS,ONTARIO,6131983,27528,71573,XDI,42.87,-80.55,425200000,-803300000,231.7,1997,2021,1999,2021,1997,2021,1997,2006
PORT COLBORNE (AUT),ONTARIO,613F606,9005,71463,WPC,42.87,-79.25,425200000,-791500000,183.5,1992,2021,1994,2021,1992,2021,2006,2006
PORT COLBORNE,ONTARIO,6136606,4671,,,42.88,-79.25,425300000,-791500000,175.3,1964,2021,,,1964,2021,1964,2006
FORT ERIE,ONTARIO,6132470,4635,,,42.88,-78.97,425300000,-785800000,179.8,1966,2021,,,1966,2021,1966,2006
WELLAND-PELHAM,ONTARIO,6139449,44283,71752,TWL,42.97,-79.33,425800000,-792000000,178,2005,2021,2005,2021,2005,2021,2005,2006
STRATHROY-MULLIFARRY,ONTARIO,6148122,27647,,,42.98,-81.64,425850022,-813834086,243,1997,2021,,,1997,2021,1997,2006
SARNIA,ONTARIO,6127510,48373,71704,YZR,43,-82.31,425958000,-821832000,181.4,2009,2021,2009,2021,2009,2021,,
SARNIA CLIMATE,ONTARIO,6127519,44323,71746,TZR,43,-82.3,430000000,-821800000,181,2005,2021,2005,2021,2006,2021,,
DORCHESTER,ONTARIO,6142066,4750,,,43,-81.03,430007032,-810158068,271.3,1976,2017,,,1976,2017,1976,2006
FOLDENS,ONTARIO,6142420,4762,,,43.02,-80.78,430106078,-804651036,328,1963,2016,,,1963,2016,1963,2006
LONDON A,ONTARIO,6144473,50093,71623,YXU,43.03,-81.15,430159000,-810904000,278,2012,2021,2012,2021,2012,2021,,
LONDON CS,ONTARIO,6144478,10999,71622,WSN,43.03,-81.15,430200000,-810900000,278,1994,2021,1994,2021,2002,2021,2002,2006
LONDON INT'L AIRPORT,ONTARIO,6144475,4789,71623,YXU,43.03,-81.15,430159000,-810904000,278,1940,2017,1953,2012,1940,2017,1940,2006
RIDGEVILLE,ONTARIO,6137161,4680,,,43.04,-79.33,430230000,-791930000,236.2,1950,2021,,,1950,2021,1950,2006
ST CATHARINES BROCK U,ONTARIO,6137290,4684,,,43.12,-79.25,430703072,-791451024,176.9,1967,2017,,,1967,2017,1967,2006
WOODSTOCK,ONTARIO,6149625,4835,,,43.14,-80.77,430810044,-804614040,281.9,1870,2021,,,1870,2021,1870,2006
BRANTFORD AIRPORT,ONTARIO,6140942,53378,71602,TBF,43.14,-80.33,430815000,-801953000,245.5,2014,2021,2014,2021,2014,2021,,
HAMILTON A,ONTARIO,6153193,49908,71263,YHM,43.17,-79.94,431025000,-795606000,237.7,2011,2021,2011,2021,2011,2021,,
GRIMSBY MOUNTAIN,ONTARIO,6133055,44123,,,43.18,-79.56,431101044,-793330042,170.6,2005,2021,,,2005,2021,2005,2006
VINELAND STATION RCS,ONTARIO,6139148,31367,71171,XVN,43.18,-79.4,431100000,-792400000,79.2,2002,2021,2002,2021,2002,2021,2003,2006
ST CATHARINES A,ONTARIO,6137304,53000,,YSN,43.19,-79.17,431130000,-791016000,97.8,2014,2021,2014,2021,2018,2021,,
PORT WELLER (AUT),ONTARIO,6136699,7790,71432,WWZ,43.25,-79.22,431500000,-791300000,79,1992,2021,1993,2021,1992,2021,2003,2006
MOBILE UPPER AIR STATION-ONTARIO,ONTARIO,6155200,32513,71117,EWO,43.27,-79.78,431611064,-794649008,76.1,2019,2021,2019,2021,2019,2021,,
SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,ONTARIO,615S002,29846,,WOW,43.27,-79.78,431600000,-794700000,0,2007,2020,2007,2020,2018,2020,,
HAMILTON RBG CS,ONTARIO,6153301,27529,71297,XHM,43.29,-79.91,431730000,-795430000,102,1997,2021,2000,2021,1997,2021,1997,2006
BURLINGTON PIERS (AUT),ONTARIO,6151061,7868,71437,WWB,43.3,-79.8,431800000,-794800000,77.4,1992,2021,1994,2021,1992,2021,,
ROSEVILLE,ONTARIO,6147188,4816,,,43.35,-80.47,432113026,-802825056,328,1972,2021,,,1972,2021,1972,2006
STRATFORD WWTP,ONTARIO,6148105,4823,,,43.37,-81,432208016,-810017058,345,1959,2016,,,1959,2016,1959,2006
WATERLOO WELLINGTON 2,ONTARIO,6149389,42424,,,43.45,-80.38,432700000,-802300000,313.6,2003,2017,,,2003,2017,2003,2006
KITCHENER/WATERLOO,ONTARIO,6144239,48569,71368,YKF,43.46,-80.38,432739000,-802243000,321.6,2010,2021,2010,2021,2010,2021,,
OAKVILLE TWN,ONTARIO,6155750,45667,,,43.51,-79.69,433045000,-794124000,168,2007,2021,,,2007,2021,,
GUELPH TURFGRASS,ONTARIO,6143089,45407,71833,TGT,43.55,-80.22,433300000,-801300000,325,2006,2021,2006,2021,2006,2021,2006,2006
TORONTO CITY CENTRE,ONTARIO,6158359,48549,71265,YTZ,43.63,-79.4,433739000,-792346000,76.8,2009,2021,2009,2021,2010,2021,,
GEORGETOWN WWTP,ONTARIO,6152695,4923,,,43.64,-79.88,433824018,-795245018,221,1962,2021,,,1962,2021,1962,2006
ELORA RCS,ONTARIO,6142286,41983,71352,ZEL,43.65,-80.42,433900000,-802500000,376.4,2003,2021,2003,2021,2003,2021,2003,2006
TORONTO CITY,ONTARIO,6158355,31688,71508,XTO,43.67,-79.4,434000000,-792400000,112.5,2002,2021,2002,2021,2002,2021,2003,2006
TORONTO SOLAR RADIATION,ONTARIO,6158352,41863,71626,TRF,43.67,-79.4,434000000,-792400000,166,2018,2018,,,2018,2018,,
TORONTO,ONTARIO,6158350,5051,71266,,43.67,-79.4,434000000,-792400000,112.5,1840,2017,1953,1969,1840,2017,1840,2006
TORONTO INTL A,ONTARIO,6158731,51459,71624,YYZ,43.68,-79.63,434036000,-793750000,173.4,2013,2021,2013,2021,2013,2021,,
FERGUS MOE,ONTARIO,6142402,4761,,,43.7,-80.38,434206006,-802244028,396.2,1962,2021,,,1962,2021,1963,2006
FERGUS SHAND DAM,ONTARIO,6142400,4760,,,43.73,-80.33,434405088,-801949098,417.6,1939,2021,,,1939,2021,1939,2006
GODERICH,ONTARIO,6122847,7747,71261,WGD,43.77,-81.72,434600000,-814300000,213.7,1986,2021,1986,2021,1994,2021,1997,2006
TORONTO NORTH YORK,ONTARIO,615S001,26953,,,43.78,-79.47,434648072,-792804038,187,1994,2021,,,1994,2021,1994,2006
POINT PETRE (AUT),ONTARIO,6156559,7925,71430,WQP,43.83,-77.15,435000000,-770900000,78.6,1992,2021,1993,2021,1992,2021,,
WROXETER,ONTARIO,6129660,4603,,,43.86,-81.15,435148018,-810908016,335,1966,2020,,,1966,2020,1966,2006
TORONTO BUTTONVILLE A,ONTARIO,6158409,54239,,YKZ,43.86,-79.37,435139000,-792207000,198.1,2016,2021,2016,2021,2018,2021,,
TORONTO BUTTONVILLE A,ONTARIO,6158410,53678,71639,YKZ,43.86,-79.37,435139000,-792207000,198.1,2015,2019,2015,2019,2015,2019,,
OSHAWA WPCP,ONTARIO,6155878,4996,,,43.87,-78.83,435200000,-785000000,83.8,1969,2020,,,1969,2020,1969,2006
OSHAWA,ONTARIO,6155875,48649,71697,YOO,43.92,-78.88,435522000,-785300041,139.9,2010,2021,2010,2021,2010,2021,,
COBOURG (AUT),ONTARIO,6151684,7870,71431,WNC,43.95,-78.17,435700000,-781000000,77.7,1992,2021,1993,2021,1992,2021,2003,2006
KING CITY NORTH,ONTARIO,6154150,54958,73074,OKN,43.96,-79.57,435748679,-793426800,361,2019,2021,2019,2021,2019,2021,,
PA KING CITY,ONTARIO,6156162,53778,,L2D,43.96,-79.57,435750490,-793421790,366.5,2015,2018,2015,2018,2018,2018,,
COBOURG STP,ONTARIO,6151689,4905,,,43.97,-78.18,435800000,-781100000,79.2,1970,2021,,,1970,2021,1970,2006
MOUNT FOREST (AUT),ONTARIO,6145504,7844,71631,WLS,43.98,-80.75,435900000,-804500000,414.5,1992,2021,1994,2021,1992,2021,2003,2006
MONO CENTRE,ONTARIO,6157000,51938,71098,TRY,44.03,-80.02,440156100,-800128010,436,2013,2021,2013,2021,2013,2021,,
MOUNTAINVIEW,ONTARIO,615EMR7,4838,,,44.05,-77.3,440307092,-771806090,108,1986,2018,,,1986,2018,1986,2006
UXBRIDGE WEST,ONTARIO,6159123,50637,71932,TUX,44.1,-79.16,440554000,-790949020,325,2012,2021,2012,2021,2012,2021,,
BLACKSTOCK,ONTARIO,6150790,31048,,,44.1,-78.83,440600000,-785000000,291,2001,2016,,,2001,2016,2001,2006
TRENTON A,ONTARIO,6158875,5126,71621,YTR,44.12,-77.53,440700000,-773200000,86.3,1935,2021,1953,2021,1935,2020,1935,2017
TRENTON AWOS,ONTARIO,6158872,30723,,XTR,44.12,-77.52,440703000,-773108000,86.3,2007,2021,2007,2021,2018,2021,,
BELLEVILLE,ONTARIO,6150689,4859,,,44.15,-77.39,440902052,-772341046,76.2,1866,2021,,,1866,2021,1866,2006
KINCARDINE,ONTARIO,6124127,4575,,,44.17,-81.62,441022014,-813724042,200,1870,2021,,,1870,2021,1870,2006
TAPLEY,ONTARIO,6168525,44205,,,44.17,-78.5,441014040,-783005094,270,2005,2021,,,2005,2021,2005,2006
SONYA SUNDANCE MEADOWS,ONTARIO,6168100,31010,,,44.22,-78.95,441300000,-785700000,275,2001,2021,,,2001,2021,2001,2006
KINGSTON CLIMATE,ONTARIO,6104142,47267,71820,TKG,44.22,-76.6,441324000,-763558000,93,2008,2021,2008,2021,2008,2021,,
EGBERT CS,ONTARIO,6.11E+03,27604,71296,XET,44.23,-79.78,441400000,-794700000,251,2000,2021,2000,2021,2000,2021,2003,2006
PETERBOROUGH A,ONTARIO,6166415,48952,71436,YPQ,44.23,-78.36,441348000,-782148000,191.4,2010,2021,2010,2021,2010,2021,,
KINGSTON A,ONTARIO,6104152,52985,,YGK,44.23,-76.6,441333000,-763548000,92.4,2014,2021,2014,2021,2018,2021,,
UDORA,ONTARIO,6119055,4525,,,44.26,-79.16,441545000,-790941004,262,1989,2021,,,1989,2021,1989,2006
MARKDALE,ONTARIO,6114979,43046,,,44.27,-80.71,441608040,-804243008,411,2004,2021,,,2004,2021,2004,2006
BORDEN AWOS,ONTARIO,611B002,29516,71534,YBN,44.27,-79.91,441620000,-795442000,222.5,2000,2021,2005,2021,2000,2021,,
BALDWIN,ONTARIO,6110480,43540,,,44.27,-79.32,441601038,-791908028,229,2004,2021,,,2004,2021,2004,2006
STIRLING,ONTARIO,6158052,46387,,,44.29,-77.55,441735094,-773317082,130,2007,2018,,,2007,2018,,
PETERBOROUGH TRENT U,ONTARIO,6166456,43763,71672,TPQ,44.35,-78.3,442100000,-781800000,216,2005,2021,2005,2021,2005,2021,2006,2006
BARRIE LANDFILL,ONTARIO,6110556,50048,,,44.39,-79.74,442307000,-794410000,305,2011,2021,,,2011,2021,,
SHANTY BAY,ONTARIO,6117684,4509,,,44.4,-79.63,442358050,-793758074,250,1973,2021,,,1973,2021,1973,2006
CENTREVILLE,ONTARIO,6151309,4898,,,44.4,-76.91,442412090,-765428092,150,1985,2021,,,1985,2021,1986,2006
GRENADIER ISLAND,ONTARIO,6103024,10903,71281,WGH,44.42,-75.85,442500000,-755100000,82,1994,2021,1994,2021,1994,2021,1997,2006
HARTINGTON IHD,ONTARIO,6103367,4287,,,44.43,-76.69,442541028,-764125086,160,1967,2021,,,1967,2021,1968,2006
BARRIE-ORO,ONTARIO,6117700,42183,71314,XBI,44.48,-79.55,442900000,-793300000,289,2003,2021,2003,2021,2003,2021,2003,2006
COLLINGWOOD,ONTARIO,6111792,10955,71270,WCO,44.5,-80.22,443000000,-801300000,179.8,1994,2021,1994,2021,1994,2021,1997,2006
LYNDHURST SHAWMERE,ONTARIO,6104725,4308,,,44.52,-76.08,443100000,-760500000,86.9,1976,2021,,,1976,2021,1976,2006
THORNBURY 3,ONTARIO,6118240,44987,,,44.55,-80.47,443304014,-802803060,212,2006,2021,,,2006,2021,2006,2006
LAGOON CITY,ONTARIO,6114295,10911,71282,WGL,44.55,-79.22,443250000,-791300000,220.7,1994,2021,1994,2021,1994,2021,1997,2006
ORILLIA BRAIN,ONTARIO,6115811,6904,,,44.6,-79.44,443610000,-792620000,250,1992,2021,,,1992,2021,1992,2006
BROCKVILLE PCC,ONTARIO,6100971,4236,,,44.6,-75.67,443600000,-754000000,96,1965,2021,,,1965,2021,1965,2006
COLDWATER WARMINSTER,ONTARIO,6111769,4432,,,44.63,-79.54,443752038,-793220058,285,1971,2021,,,1971,2021,1971,2006
BROCKVILLE CLIMATE,ONTARIO,6100970,47567,71161,TBO,44.64,-75.75,443807000,-754454000,120.4,2008,2021,2008,2021,2008,2021,,
BALACLAVA,ONTARIO,6110470,44967,,,44.67,-80.78,444013020,-804636030,222,2006,2016,,,2006,2016,2006,2006
WIARTON A,ONTARIO,6119498,54259,,YVV,44.74,-81.11,444439000,-810631000,221.9,2016,2021,2016,2021,2018,2021,,
WIARTON A,ONTARIO,6119499,53139,71633,YVV,44.74,-81.11,444439000,-810631000,221.9,2014,2021,2014,2021,2014,2021,,
MIDLAND WATER POLLUTION CONTROL PLANT,ONTARIO,6115127,4474,,,44.76,-79.88,444528056,-795231014,180,1889,2017,,,1889,2017,1889,2006
COE HILL,ONTARIO,6161740,43923,,,44.92,-77.88,445521024,-775305076,360,2005,2018,,,2005,2018,2005,2006
MUSKOKA,ONTARIO,6115529,48368,71532,YQA,44.97,-79.3,445829000,-791812000,281.9,2009,2021,2009,2021,2009,2021,,
MUSKOKA SNOW,ONTARIO,6115526,54398,,,44.98,-79.05,445900000,-790300000,290,2016,2017,,,2016,2017,,
KEMPTVILLE CS,ONTARIO,6104027,27534,71300,XKE,45,-75.63,450000000,-753800000,99.4,1997,2021,2001,2021,1997,2021,1997,2006
CORNWALL,ONTARIO,6101874,4255,,,45.02,-74.75,450056082,-744456040,64,1950,2021,,,1950,2021,1951,2006
WESTERN ISLAND (AUT),ONTARIO,6119M51,7733,71438,WMZ,45.03,-80.37,450200000,-802200000,191.1,1994,2021,1994,2021,1994,2021,,
HALIBURTON 3,ONTARIO,6163171,5170,,,45.03,-78.53,450156094,-783152014,330,1987,2021,,,1987,2021,1987,2006
DRUMMOND CENTRE,ONTARIO,6102J13,4268,,,45.03,-76.25,450156082,-761510098,145,1984,2021,,,1984,2021,1984,2006
OMPAH-SEITZ,ONTARIO,6105762,26773,,,45.05,-76.78,450313050,-764702088,276,1994,2021,,,1994,2021,1994,2006
BANCROFT AUTO,ONTARIO,616I001,26799,71294,WRK,45.07,-77.88,450417000,-775244000,330.7,1995,2021,1995,2021,1995,2021,1997,2006
BEATRICE CLIMATE,ONTARIO,6110607,44183,71694,TBT,45.14,-79.4,450825000,-792410000,297.2,2005,2021,2005,2021,2005,2021,2005,2006
APPLETON,ONTARIO,6100285,6901,,,45.19,-76.11,451109024,-760646098,133,1992,2021,,,1992,2021,1992,2006
TOBERMORY RCS,ONTARIO,6128330,45607,71767,TTR,45.23,-81.63,451400000,-813800000,213.5,2007,2021,2007,2021,2007,2021,,
MOOSE CREEK WELLS,ONTARIO,6105397,41738,71635,TCK,45.25,-74.96,451504000,-745746000,84.5,2003,2021,2003,2021,2003,2021,,
ST. ALBERT,ONTARIO,6107276,4377,,,45.29,-75.06,451714004,-750349026,80,1986,2021,,,1986,2021,1986,2006
OTTAWA INTL A,ONTARIO,6106001,49568,71628,YOW,45.32,-75.67,451900000,-754000000,114.9,2011,2021,2011,2021,2011,2021,,
COVE ISLAND (AUT),ONTARIO,61219J2,9004,71439,WWX,45.33,-81.73,452000000,-814400000,180.7,1994,2021,1994,2021,1994,2021,,
PARRY SOUND CCG,ONTARIO,6116257,32128,71172,XPC,45.34,-80.04,452039000,-800239000,176.3,2002,2021,2002,2021,2002,2021,2003,2006
RAVENSCLIFFE,ONTARIO,6116901,45348,,,45.35,-79.27,452114094,-791613020,305,2006,2016,,,2006,2016,2006,2006
OTTAWA CDA,ONTARIO,6105976,4333,,WCG,45.38,-75.72,452300000,-754300000,79.2,1889,2021,,,1889,2021,1889,2006
OTTAWA CDA RCS,ONTARIO,6105978,30578,71063,XOA,45.38,-75.72,452300000,-754300000,79.2,2000,2021,2000,2021,2000,2021,2003,2006
SPRUCEDALE,ONTARIO,6117981,44303,,,45.43,-79.49,452530000,-792915000,337.1,2003,2021,,,2003,2021,2003,2006
ALGONQUIN PARK EAST GATE,ONTARIO,6080192,42967,71581,TNK,45.53,-78.27,453200000,-781600000,397,2004,2021,2004,2021,2004,2021,2005,2006
GREAT DUCK ISLAND (AUT),ONTARIO,6093005,7981,71462,WNL,45.63,-82.95,453800000,-825700000,182.8,1994,2021,1994,2021,1994,2021,,
SANDFIELD,ONTARIO,6097426,27603,,,45.69,-81.98,454124060,-815855092,230.8,1998,2018,,,1998,2018,1998,2006
PEMBROKE CLIMATE,ONTARIO,6106367,49068,71196,TPM,45.86,-77.25,455137000,-771508000,161,2010,2021,2010,2021,2010,2021,,
GORE BAY-MANITOULIN,ONTARIO,6092919,48372,,YZE,45.88,-82.57,455254000,-823402000,189.89,2009,2021,2009,2021,2018,2021,,
GORE BAY CLIMATE,ONTARIO,6092920,48788,71956,TZE,45.88,-82.57,455300000,-823400000,188.6,2010,2021,2010,2021,2010,2021,,
PETAWAWA HOFFMAN,ONTARIO,610FC98,6900,,,45.88,-77.25,455300000,-771500000,153,1993,2021,,,1993,2021,1993,2006
PETAWAWA AWOS 2,ONTARIO,6106396,47527,71625,YWA,45.95,-77.32,455700000,-771900000,130.1,2008,2021,2008,2021,2008,2021,,
KILLARNEY (AUT),ONTARIO,605DJ25,8997,71460,WBE,45.97,-81.48,455800000,-812900000,196.3,1992,2021,1994,2021,1992,2021,,
CHALK RIVER AECL,ONTARIO,6101335,4243,,,46.05,-77.37,460300000,-772200000,121.9,1960,2021,,,1960,2021,1961,2006
NIPISSING,ONTARIO,6115669,45547,,,46.1,-79.52,460601032,-793114040,213.4,2006,2018,,,2006,2018,2006,2006
